INSERTED,DELETED,MODIFIED,FILENAME
2,1,0,b/src/reflect/mima-filters/2.12.0.forwards.excludes
1,1,0,b/src/reflect/scala/reflect/internal/Types.scala
1,0,0,b/src/reflect/scala/reflect/internal/settings/MutableSettings.scala
27,2,0,b/src/reflect/scala/reflect/internal/tpe/TypeComparers.scala
1,0,0,b/src/reflect/scala/reflect/runtime/Settings.scala
22,0,0,b/test/files/neg/hk-typevar-unification.check
1,0,0,b/test/files/neg/hk-typevar-unification.flags
18,0,0,b/test/files/neg/hk-typevar-unification.scala
1,0,0,b/test/files/pos/patmat-hk.flags
13,0,0,b/test/files/pos/patmat-hk.scala
1,0,0,b/test/files/pos/t10185.flags
10,0,0,b/test/files/pos/t10185.scala
1,0,0,b/test/files/pos/t10195.flags
11,0,0,b/test/files/pos/t10195.scala
1,0,0,b/test/files/pos/t10195b.flags
19,0,0,b/test/files/pos/t10195b.scala
1,0,0,b/test/files/pos/t10197.flags
38,0,0,b/test/files/pos/t10197.scala
1,0,0,b/test/files/pos/t10213.flags
53,0,0,b/test/files/pos/t10213.scala
1,0,0,b/test/files/pos/t10238.flags
36,0,0,b/test/files/pos/t10238.scala
1,0,0,b/test/files/pos/t10372.flags
16,0,0,b/test/files/pos/t10372.scala
1,0,0,b/test/files/pos/t6895b-2.flags
39,0,0,b/test/files/pos/t6895b-2.scala
8,0,0,b/test/files/run/hk-typevar-unification.check
1,0,0,b/test/files/run/hk-typevar-unification.flags
83,0,0,b/test/files/run/hk-typevar-unification.scala
175,1,0,b/test/junit/scala/reflect/internal/TypesTest.scala
1,0,0,b/test/junit/scala/tools/nsc/settings/SettingsTest.scala
