INSERTED,DELETED,MODIFIED,FILENAME
1,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/DeclarationsChecker.java
8,0,0,b/compiler/testData/codegen/box/enum/emptyConstructor.kt
4,0,0,b/compiler/testData/diagnostics/tests/enum/emptyConstructor.kt
18,0,0,b/compiler/testData/diagnostics/tests/enum/emptyConstructor.txt
8,0,0,b/compiler/testData/diagnostics/tests/enum/multipleConstructors.kt
26,0,0,b/compiler/testData/diagnostics/tests/enum/multipleConstructors.txt
12,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/JetDiagnosticsTestGenerated.java
6,0,0,b/compiler/tests/org/jetbrains/kotlin/codegen/generated/BlackBoxCodegenTestGenerated.java
7,0,0,b/core/descriptors/src/org/jetbrains/kotlin/resolve/DescriptorUtils.java
