INSERTED,DELETED,MODIFIED,FILENAME
0,11,0,a/test/files/presentation/t4287c.check
0,3,0,a/test/files/presentation/t4287c/Test.scala
0,9,0,a/test/files/presentation/t4287c/src/Foo.scala
0,30,0,a/test/files/run/t4287inferredMethodTypes.check
0,25,0,a/test/files/run/t4287inferredMethodTypes.scala
2,2,0,b/spec/05-classes-and-objects.md
17,3,0,b/src/compiler/scala/tools/nsc/Global.scala
10,0,0,b/src/compiler/scala/tools/nsc/ast/TreeGen.scala
2,1,0,b/src/compiler/scala/tools/nsc/backend/jvm/BCodeHelpers.scala
8,10,0,b/src/compiler/scala/tools/nsc/backend/jvm/BTypesFromSymbols.scala
0,104,0,b/src/compiler/scala/tools/nsc/transform/AddInterfaces.scala
129,88,0,b/src/compiler/scala/tools/nsc/transform/Constructors.scala
52,13,0,b/src/compiler/scala/tools/nsc/transform/Erasure.scala
35,70,0,b/src/compiler/scala/tools/nsc/transform/ExplicitOuter.scala
552,0,0,b/src/compiler/scala/tools/nsc/transform/Fields.scala
1,1,0,b/src/compiler/scala/tools/nsc/transform/Flatten.scala
29,6,0,b/src/compiler/scala/tools/nsc/transform/LambdaLift.scala
1,1,0,b/src/compiler/scala/tools/nsc/transform/LazyVals.scala
138,196,0,b/src/compiler/scala/tools/nsc/transform/Mixin.scala
1,3,0,b/src/compiler/scala/tools/nsc/transform/OverridingPairs.scala
1,1,0,b/src/compiler/scala/tools/nsc/transform/SpecializeTypes.scala
1,1,0,b/src/compiler/scala/tools/nsc/transform/Statics.scala
5,2,0,b/src/compiler/scala/tools/nsc/transform/UnCurry.scala
10,13,0,b/src/compiler/scala/tools/nsc/typechecker/ContextErrors.scala
204,346,0,b/src/compiler/scala/tools/nsc/typechecker/MethodSynthesis.scala
383,256,0,b/src/compiler/scala/tools/nsc/typechecker/Namers.scala
59,129,0,b/src/compiler/scala/tools/nsc/typechecker/RefChecks.scala
6,5,0,b/src/compiler/scala/tools/nsc/typechecker/SuperAccessors.scala
9,7,0,b/src/compiler/scala/tools/nsc/typechecker/TypeDiagnostics.scala
52,23,0,b/src/compiler/scala/tools/nsc/typechecker/Typers.scala
1,2,0,b/src/compiler/scala/tools/reflect/ReflectGlobal.scala
3,0,0,b/src/library/scala/deprecatedInheritance.scala
3,0,0,b/src/library/scala/deprecatedOverriding.scala
1,0,0,b/src/library/scala/reflect/NameTransformer.scala
1,0,0,b/src/library/scala/runtime/TraitSetter.java
7,13,0,b/src/reflect/scala/reflect/internal/AnnotationInfos.scala
4,16,0,b/src/reflect/scala/reflect/internal/Definitions.scala
27,25,0,b/src/reflect/scala/reflect/internal/Flags.scala
4,0,0,b/src/reflect/scala/reflect/internal/Phase.scala
1,0,0,b/src/reflect/scala/reflect/internal/ReificationSupport.scala
2,1,0,b/src/reflect/scala/reflect/internal/StdNames.scala
4,24,0,b/src/reflect/scala/reflect/internal/SymbolPairs.scala
85,93,0,b/src/reflect/scala/reflect/internal/Symbols.scala
13,15,0,b/src/reflect/scala/reflect/internal/Types.scala
3,1,0,b/src/reflect/scala/reflect/internal/Variances.scala
12,2,0,b/src/reflect/scala/reflect/internal/transform/Erasure.scala
0,14,0,b/src/reflect/scala/reflect/internal/transform/RefChecks.scala
1,4,0,b/src/reflect/scala/reflect/internal/transform/Transforms.scala
6,1,0,b/src/reflect/scala/reflect/internal/transform/UnCurry.scala
0,1,0,b/src/reflect/scala/reflect/runtime/JavaUniverseForce.scala
1,6,0,b/src/reflect/scala/reflect/runtime/SynchronizedSymbols.scala
37,0,0,b/test/files/jvm/innerClassAttribute/Classes_1.scala
16,1,0,b/test/files/jvm/innerClassAttribute/Test.scala
2,2,0,b/test/files/neg/overloaded-unapply.check
1,1,0,b/test/files/neg/t0764.check
1,1,0,b/test/files/neg/t1960.check
2,2,0,b/test/files/neg/t200.check
2,2,0,b/test/files/neg/t2779.check
2,2,0,b/test/files/neg/t278.check
1,1,0,b/test/files/neg/t3871.check
1,1,0,b/test/files/neg/t4541.check
1,1,0,b/test/files/neg/t4541b.check
1,1,0,b/test/files/neg/t5429.check
2,2,0,b/test/files/neg/t591.check
2,1,0,b/test/files/neg/t591.scala
4,4,0,b/test/files/neg/t6335.check
16,15,0,b/test/files/neg/t6446-additional.check
15,14,0,b/test/files/neg/t6446-missing.check
15,14,0,b/test/files/neg/t6446-show-phases.check
2,2,0,b/test/files/neg/t6666.check
16,15,0,b/test/files/neg/t7494-no-options.check
2,2,0,b/test/files/neg/t7602.check
1,1,0,b/test/files/neg/t7622-cyclic-dependency.check
6,6,0,b/test/files/neg/t800.check
1,1,0,b/test/files/neg/t8849.check
273,0,0,b/test/files/neg/trait_fields_conflicts.check
