INSERTED,DELETED,MODIFIED,FILENAME
7,0,0,b/src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingSupport.java
7,1,0,b/src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java
76,0,0,b/src/test/groovy/transform/stc/MethodCallsSTCTest.groovy
