INSERTED,DELETED,MODIFIED,FILENAME
12,7,0,b/src/main/groovy/util/FileTreeBuilder.groovy
15,1,0,b/src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java
38,0,0,b/src/test/org/codehaus/groovy/classgen/asm/sc/bugs/Groovy7333Bug.groovy
