INSERTED,DELETED,MODIFIED,FILENAME
13,3,0,b/src/share/classes/com/sun/tools/javac/comp/Annotate.java
37,0,0,b/test/tools/javac/annotations/repeatingAnnotations/DuplicateErrors.java
3,0,0,b/test/tools/javac/annotations/repeatingAnnotations/DuplicateErrors.out
1,2,0,b/test/tools/javac/annotations/repeatingAnnotations/NoRepeatableAnno.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/arrays/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/innertypeparams/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/newarray/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/parambounds/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/receiver/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/rest/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/typeArgs/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/typeparams/DuplicateTypeAnnotation.out
1,2,0,b/test/tools/javac/annotations/typeAnnotations/failures/common/wildcards/DuplicateTypeAnnotation.out
1,26,0,b/test/tools/javac/annotations/typeAnnotations/newlocations/RepeatingTypeAnnotations.out
