INSERTED,DELETED,MODIFIED,FILENAME
9,5,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/CallResolver.java
3,3,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/CallTransformer.java
6,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/CandidateResolver.java
3,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/model/MutableResolvedCall.java
8,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/model/ResolvedCallImpl.java
16,8,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/tasks/ResolutionCandidate.java
1,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/types/expressions/BasicExpressionTypingVisitor.java
5,2,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/generics.kt
7,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/generics.txt
26,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/generics2.kt
38,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/generics2.txt
16,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/generics3.kt
22,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/generics3.txt
3,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/kt6992.kt
10,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/kt6992.txt
5,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/kt6993.kt
10,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/kt6993.txt
5,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/kt6994.kt
8,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/kt6994.txt
5,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/lambdaInDelegation.kt
9,0,0,b/compiler/testData/diagnostics/tests/secondaryConstructors/lambdaInDelegation.txt
5,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics2.kt
20,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics2.txt
6,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics3.kt
20,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics3.txt
9,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics4.kt
24,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics4.txt
9,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics5.kt
24,0,0,b/compiler/testData/resolveConstructorDelegationCalls/generics5.txt
36,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/JetDiagnosticsTestGenerated.java
24,0,0,b/compiler/tests/org/jetbrains/kotlin/resolve/calls/ResolvedConstructorDelegationCallsTestsGenerated.java
