INSERTED,DELETED,MODIFIED,FILENAME
1,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/Errors.java
1,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/rendering/DefaultErrorMessages.java
11,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/ModifiersChecker.java
12,0,0,b/compiler/testData/diagnostics/tests/inner/nestedObject.kt
1,1,0,b/compiler/testData/diagnostics/tests/modifiers/const/applicability.kt
6,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
