INSERTED,DELETED,MODIFIED,FILENAME
7,1,0,b/src/compiler/scala/tools/nsc/typechecker/Namers.scala
19,1,0,b/src/compiler/scala/tools/nsc/typechecker/Typers.scala
1,0,0,b/test/files/pos/t7232.flags
9,0,0,b/test/files/pos/t7232/Foo.java
4,0,0,b/test/files/pos/t7232/List.java
5,0,0,b/test/files/pos/t7232/Test.scala
1,0,0,b/test/files/pos/t7232b.flags
8,0,0,b/test/files/pos/t7232b/Foo.java
5,0,0,b/test/files/pos/t7232b/List.java
5,0,0,b/test/files/pos/t7232b/Test.scala
1,0,0,b/test/files/pos/t7232c.flags
10,0,0,b/test/files/pos/t7232c/Foo.java
4,0,0,b/test/files/pos/t7232c/Test.scala
1,0,0,b/test/files/pos/t7232d.flags
4,0,0,b/test/files/pos/t7232d/Entry.java
8,0,0,b/test/files/pos/t7232d/Foo.java
4,0,0,b/test/files/pos/t7232d/Test.scala
