INSERTED,DELETED,MODIFIED,FILENAME
2,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/Errors.java
2,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/rendering/DefaultErrorMessages.java
1,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/psi/KtUserType.java
1,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/DescriptorResolver.java
20,8,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/QualifiedExpressionResolver.kt
160,35,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/TypeResolver.kt
5,0,0,b/compiler/testData/codegen/boxWithJava/innerGenericClass/JavaClass.java
15,0,0,b/compiler/testData/codegen/boxWithJava/innerGenericClass/Kotlin.kt
2,2,0,b/compiler/testData/diagnostics/tests/classLiteral/genericClasses.kt
1,1,0,b/compiler/testData/diagnostics/tests/classLiteral/genericClasses.txt
7,7,0,b/compiler/testData/diagnostics/tests/generics/genericsInType.kt
2,2,0,b/compiler/testData/diagnostics/tests/generics/genericsInType.txt
20,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/bareTypes.kt
46,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/bareTypes.txt
5,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/checkBoundsOuter.kt
17,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/checkBoundsOuter.txt
16,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/importedInner.kt
25,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/importedInner.txt
41,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/innerTP.kt
26,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/innerTP.txt
31,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/innerUncheckedCast.kt
25,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/innerUncheckedCast.txt
14,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/innerVariance.kt
21,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/innerVariance.txt
35,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/iterator.kt
34,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/iterator.txt
28,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/j+k.kt
22,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/j+k.txt
12,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/kt408.kt
25,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/kt408.txt
21,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/kt6325.kt
21,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/kt6325.txt
18,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/parameterShadowing.kt
20,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/parameterShadowing.txt
23,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/qualifiedOuter.kt
24,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/qualifiedOuter.txt
51,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/qualifiedTypesResolution.kt
110,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/qualifiedTypesResolution.txt
36,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/simple.kt
24,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/simple.txt
40,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/simpleIn.kt
24,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/simpleIn.txt
37,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/simpleOut.kt
24,0,0,b/compiler/testData/diagnostics/tests/generics/innerClasses/simpleOut.txt
