INSERTED,DELETED,MODIFIED,FILENAME
1,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/FunctionDescriptorResolver.kt
18,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/CallResolver.java
4,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/types/expressions/FunctionsTypingVisitor.kt
3,0,0,b/compiler/testData/diagnostics/tests/LiteralAsResult.kt
3,0,0,b/compiler/testData/diagnostics/tests/LiteralAsResult.txt
6,0,0,b/compiler/testData/diagnostics/tests/smartCasts/lambdaCall.kt
3,0,0,b/compiler/testData/diagnostics/tests/smartCasts/lambdaCall.txt
10,0,0,b/compiler/testData/diagnostics/tests/smartCasts/lambdaCallAnnotated.kt
10,0,0,b/compiler/testData/diagnostics/tests/smartCasts/lambdaCallAnnotated.txt
18,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/JetDiagnosticsTestGenerated.java
