INSERTED,DELETED,MODIFIED,FILENAME
1,1,0,b/src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java
16,0,0,b/src/test/groovy/transform/stc/BugsSTCTest.groovy
34,0,0,b/src/test/org/codehaus/groovy/classgen/asm/sc/BugsStaticCompileTest.groovy
