INSERTED,DELETED,MODIFIED,FILENAME
5,0,0,b/compiler/fir/resolve/tests/org/jetbrains/kotlin/fir/FirOldFrontendDiagnosticsTestGenerated.java
24,7,0,b/compiler/resolution/src/org/jetbrains/kotlin/resolve/calls/components/PostponeArgumentsChecks.kt
65,26,0,b/compiler/resolution/src/org/jetbrains/kotlin/resolve/calls/inference/components/KotlinConstraintSystemCompleter.kt
9,5,0,b/compiler/resolution/src/org/jetbrains/kotlin/resolve/calls/inference/model/TypeVariable.kt
1,0,0,b/compiler/resolution/src/org/jetbrains/kotlin/resolve/calls/model/ResolutionAtoms.kt
1,1,0,b/compiler/testData/diagnostics/tests/controlFlowAnalysis/elvisNotProcessed.kt
2,2,0,b/compiler/testData/diagnostics/tests/controlStructures/lambdasInExclExclAndElvis.kt
32,0,0,b/compiler/testData/diagnostics/tests/inference/completionOfMultipleLambdas.fir.kt
32,0,0,b/compiler/testData/diagnostics/tests/inference/completionOfMultipleLambdas.kt
20,0,0,b/compiler/testData/diagnostics/tests/inference/completionOfMultipleLambdas.txt
2,2,0,b/compiler/testData/diagnostics/tests/inference/nothingType/lambdaNothingAndExpectedType.kt
3,3,0,b/compiler/testData/diagnostics/tests/resolve/newLineLambda.kt
5,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
5,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/javac/DiagnosticsUsingJavacTestGenerated.java
