INSERTED,DELETED,MODIFIED,FILENAME
4,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/lazy/FileScopeFactory.kt
6,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/lazy/LazyImportScope.kt
11,0,0,b/compiler/testData/diagnostics/tests/deprecated/deprecatedHidden.kt
17,0,0,b/compiler/testData/diagnostics/tests/deprecated/deprecatedHidden.txt
37,0,0,b/compiler/testData/diagnostics/tests/multimodule/hiddenClass/deprecatedHiddenImportPriority.kt
49,0,0,b/compiler/testData/diagnostics/tests/multimodule/hiddenClass/deprecatedHiddenImportPriority.txt
46,0,0,b/compiler/testData/diagnostics/tests/multimodule/hiddenClass/deprecatedHiddenMultipleClasses.kt
71,0,0,b/compiler/testData/diagnostics/tests/multimodule/hiddenClass/deprecatedHiddenMultipleClasses.txt
3,3,0,b/compiler/tests/org/jetbrains/kotlin/checkers/AbstractDiagnosticsTest.java
27,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
