INSERTED,DELETED,MODIFIED,FILENAME
9,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/Errors.java
9,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/rendering/DefaultErrorMessages.java
268,167,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/OverrideResolver.java
4,4,0,b/compiler/testData/diagnostics/tests/delegation/Delegation_ClashingFunctions.kt
44,0,0,b/compiler/testData/diagnostics/tests/delegation/clashes/returnTypeMismatch.kt
110,0,0,b/compiler/testData/diagnostics/tests/delegation/clashes/returnTypeMismatch.txt
4,4,0,b/compiler/testData/diagnostics/tests/j+k/collectionOverrides/irrelevantImplMutableListKotlin.txt
2,2,0,b/compiler/testData/diagnostics/tests/j+k/collectionOverrides/removeAt.txt
4,4,0,b/compiler/testData/diagnostics/tests/j+k/collectionOverrides/removeAtInt.txt
2,5,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/flexibleReturnType.kt
3,3,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/flexibleReturnType.txt
63,0,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/flexibleReturnTypeIn.kt
205,0,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/flexibleReturnTypeIn.txt
37,0,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/flexibleReturnTypeList.kt
108,0,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/flexibleReturnTypeList.txt
29,0,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/varTypeMismatch.kt
86,0,0,b/compiler/testData/diagnostics/tests/override/clashesOnInheritance/varTypeMismatch.txt
1,1,0,b/compiler/testData/diagnostics/tests/syntheticExtensions/javaProperties/KotlinOverridesJava.kt
1,1,0,b/compiler/testData/diagnostics/tests/syntheticExtensions/javaProperties/KotlinOverridesJava.txt
1,1,0,b/compiler/testData/diagnostics/testsWithJsStdLib/dynamicTypes/overrides.txt
36,3,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
24,9,0,b/core/descriptors/src/org/jetbrains/kotlin/resolve/OverridingUtil.java
