INSERTED,DELETED,MODIFIED,FILENAME
11,0,0,b/src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java
28,8,0,b/src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingSupport.java
21,0,0,b/src/test/groovy/transform/stc/GenericsSTCTest.groovy
