INSERTED,DELETED,MODIFIED,FILENAME
3,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/smartcasts/DataFlowInfo.kt
14,11,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/smartcasts/DelegatingDataFlowInfo.kt
52,2,0,b/compiler/frontend/src/org/jetbrains/kotlin/types/expressions/DataFlowAnalyzer.java
2,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/types/expressions/PatternMatchingTypingVisitor.kt
95,0,0,b/compiler/testData/diagnostics/tests/smartCasts/fakeSmartCastOnEquality.kt
90,0,0,b/compiler/testData/diagnostics/tests/smartCasts/fakeSmartCastOnEquality.txt
1,1,0,b/compiler/testData/diagnostics/tests/smartCasts/typeInComparison.kt
6,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
