INSERTED,DELETED,MODIFIED,FILENAME
23,10,0,b/compiler/frontend/src/org/jetbrains/kotlin/types/expressions/ExpressionTypingUtils.java
2,2,0,b/compiler/testData/diagnostics/tests/annotations/blockLevelOnTheSameLineWarning.kt
1,1,0,b/compiler/testData/diagnostics/tests/dataClasses/repeatedProperties.kt
4,4,0,b/compiler/testData/diagnostics/tests/declarationChecks/mulitpleVarargParameters.kt
1,1,0,b/compiler/testData/diagnostics/tests/functionLiterals/underscopeParameters.kt
1,1,0,b/compiler/testData/diagnostics/tests/implicitIntersection.kt
24,0,0,b/compiler/testData/diagnostics/tests/shadowing/noNameShadowingForSimpleParameters.kt
14,0,0,b/compiler/testData/diagnostics/tests/shadowing/noNameShadowingForSimpleParameters.txt
1,1,0,b/compiler/testData/diagnostics/testsWithJsStdLib/noImpl.kt
6,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
