INSERTED,DELETED,MODIFIED,FILENAME
27,6,0,b/src/share/classes/com/sun/tools/javac/comp/Attr.java
2,17,0,b/src/share/classes/com/sun/tools/javac/comp/Resolve.java
4,0,0,b/src/share/classes/com/sun/tools/javac/resources/compiler.properties
1,2,0,b/test/tools/javac/diags/examples/NonStaticCantBeRefFragment.java
36,0,0,b/test/tools/javac/diags/examples/StaticMethodInUnboundLookup.java
10,10,0,b/test/tools/javac/lambda/MethodReference22.java
14,10,0,b/test/tools/javac/lambda/MethodReference22.out
1,1,0,b/test/tools/javac/lambda/MethodReference28.out
1,1,0,b/test/tools/javac/lambda/MethodReference51.out
19,5,0,b/test/tools/javac/lambda/TargetType60.java
8,6,0,b/test/tools/javac/lambda/TargetType60.out
