INSERTED,DELETED,MODIFIED,FILENAME
3,4,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/calls/GenericCandidateResolver.kt
12,0,0,b/compiler/testData/codegen/box/callableReference/property/kt12044.kt
3,0,0,b/compiler/testData/codegen/light-analysis/callableReference/property/kt12044.txt
9,0,0,b/compiler/testData/diagnostics/tests/callableReference/resolve/kt12338.kt
4,0,0,b/compiler/testData/diagnostics/tests/callableReference/resolve/kt12338.txt
6,0,0,b/compiler/tests-ir-jvm/tests/org/jetbrains/kotlin/codegen/ir/IrBlackBoxCodegenTestGenerated.java
6,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
6,0,0,b/compiler/tests/org/jetbrains/kotlin/codegen/BlackBoxCodegenTestGenerated.java
6,0,0,b/compiler/tests/org/jetbrains/kotlin/codegen/LightAnalysisModeCodegenTestGenerated.java
6,0,0,b/js/js.tests/test/org/jetbrains/kotlin/js/test/semantics/JsCodegenBoxTestGenerated.java
