INSERTED,DELETED,MODIFIED,FILENAME
1,1,0,b/compiler/frontend/src/org/jetbrains/kotlin/diagnostics/Errors.java
21,3,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/TraceBasedRedeclarationHandler.java
15,0,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/scopes/RedeclarationHandler.java
22,6,0,b/compiler/frontend/src/org/jetbrains/kotlin/resolve/scopes/WritableScopeStorage.kt
2,2,0,b/compiler/testData/diagnostics/tests/declarationChecks/FunctionWithMissingNames.kt
2,2,0,b/compiler/testData/diagnostics/tests/duplicateJvmSignature/missingNames.kt
213,0,0,b/compiler/testData/diagnostics/tests/overload/LocalFunctions.kt
23,0,0,b/compiler/testData/diagnostics/tests/overload/LocalFunctions.txt
6,0,0,b/compiler/tests/org/jetbrains/kotlin/checkers/DiagnosticsTestGenerated.java
1,0,0,b/idea/testData/unifier/equivalence/declarations/localCallables/localExtensionFunctions.kt
1,0,0,b/idea/testData/unifier/equivalence/declarations/localCallables/localFunctions.kt
