INSERTED,DELETED,MODIFIED,FILENAME
1,2,0,b/src/share/classes/com/sun/tools/javac/comp/Attr.java
14,8,0,b/src/share/classes/com/sun/tools/javac/comp/Resolve.java
2,25,0,b/test/tools/javac/AnonStaticMember_2.java
2,0,0,b/test/tools/javac/AnonStaticMember_2.out
2,25,0,b/test/tools/javac/InterfaceInInner.java
2,0,0,b/test/tools/javac/InterfaceInInner.out
2,25,0,b/test/tools/javac/QualifiedNew.java
3,0,0,b/test/tools/javac/QualifiedNew.out
1,1,0,b/test/tools/javac/T6247324.out
1,1,0,b/test/tools/javac/generics/diamond/neg/Neg01.out
1,1,0,b/test/tools/javac/generics/inference/6943278/T6943278.out
